DATE,CLOSE
29/04/2022,2332.0
28/04/2022,2378.55
27/04/2022,2334.1
26/04/2022,2395.3
25/04/2022,2284.2
22/04/2022,2273.3
21/04/2022,2286.35
20/04/2022,2183.95
19/04/2022,2168.3
18/04/2022,2233.85
13/04/2022,2199.45
12/04/2022,2196.95
11/04/2022,2180.2
08/04/2022,2170.95
07/04/2022,2099.05
06/04/2022,2160.0
05/04/2022,2139.85
04/04/2022,2065.85
01/04/2022,2043.65
31/03/2022,2014.75
30/03/2022,1995.25
29/03/2022,1917.25
28/03/2022,1909.7
25/03/2022,1867.0
24/03/2022,1832.8
23/03/2022,1811.0
22/03/2022,1831.55
21/03/2022,1802.95
17/03/2022,1819.65
16/03/2022,1758.0
15/03/2022,1701.4
14/03/2022,1736.1
11/03/2022,1734.1
10/03/2022,1742.85
09/03/2022,1656.55
08/03/2022,1601.6
07/03/2022,1564.05
04/03/2022,1615.0
03/03/2022,1643.8
02/03/2022,1641.8
28/02/2022,1644.45
25/02/2022,1618.7
24/02/2022,1543.95
23/02/2022,1688.7
22/02/2022,1667.7
21/02/2022,1685.2
18/02/2022,1736.3
17/02/2022,1730.95
16/02/2022,1738.1
15/02/2022,1744.25
14/02/2022,1663.95
11/02/2022,1764.3
10/02/2022,1786.1
09/02/2022,1783.15
08/02/2022,1716.0
07/02/2022,1731.8
04/02/2022,1757.3
03/02/2022,1751.85
02/02/2022,1779.35
01/02/2022,1746.9
31/01/2022,1714.95
28/01/2022,1693.7
27/01/2022,1686.0
25/01/2022,1741.4
24/01/2022,1715.8
21/01/2022,1828.35
