DATE,CLOSE
29/04/2022,496.3
28/04/2022,507.5
27/04/2022,497.25
26/04/2022,505.5
25/04/2022,494.75
22/04/2022,500.6
21/04/2022,516.3
20/04/2022,509.3
19/04/2022,511.8
18/04/2022,509.5
13/04/2022,517.7
12/04/2022,512.85
11/04/2022,514.9
08/04/2022,516.1
07/04/2022,514.95
06/04/2022,513.95
05/04/2022,509.4
04/04/2022,512.4
01/04/2022,508.2
31/03/2022,493.55
30/03/2022,494.3
29/03/2022,495.0
28/03/2022,497.5
25/03/2022,490.7
24/03/2022,487.1
23/03/2022,490.65
22/03/2022,493.7
21/03/2022,490.6
17/03/2022,501.9
16/03/2022,492.75
15/03/2022,485.85
14/03/2022,485.15
11/03/2022,470.35
10/03/2022,468.7
09/03/2022,451.7
08/03/2022,440.3
07/03/2022,440.3
04/03/2022,461.95
03/03/2022,467.4
02/03/2022,474.25
28/02/2022,483.2
25/02/2022,482.95
24/02/2022,472.65
23/02/2022,498.7
22/02/2022,498.4
21/02/2022,511.85
18/02/2022,515.3
17/02/2022,512.95
16/02/2022,516.7
15/02/2022,524.8
14/02/2022,501.4
11/02/2022,529.6
10/02/2022,540.55
09/02/2022,535.25
08/02/2022,531.35
07/02/2022,533.25
04/02/2022,530.3
03/02/2022,540.1
02/02/2022,539.8
01/02/2022,532.3
31/01/2022,538.3
28/01/2022,523.45
27/01/2022,528.95
25/01/2022,514.65
24/01/2022,494.15
21/01/2022,502.7
